timestamp,batch_tokens
2026-06-09T06:43:30.804000,145
2026-06-09T06:43:30.947000,145
2026-06-09T06:43:31.090000,145
2026-06-09T06:43:31.237000,147
2026-06-09T06:43:31.376000,149
2026-06-09T06:43:31.527000,150
2026-06-09T06:43:31.674000,150
2026-06-09T06:43:31.820000,152
2026-06-09T06:43:31.963000,153
2026-06-09T06:43:32.128000,153
2026-06-09T06:43:32.275000,154
2026-06-09T06:43:32.420000,160
2026-06-09T06:43:32.574000,161
2026-06-09T06:43:32.731000,161
2026-06-09T06:43:32.873000,163
2026-06-09T06:43:33.026000,164
2026-06-09T06:43:33.183000,165
2026-06-09T06:43:33.336000,166
2026-06-09T06:43:33.491000,168
2026-06-09T06:43:33.644000,169
2026-06-09T06:43:33.789000,172
2026-06-09T06:43:33.934000,172
2026-06-09T06:43:34.088000,174
2026-06-09T06:43:34.236000,178
2026-06-09T06:43:34.386000,182
2026-06-09T06:43:34.537000,186
2026-06-09T06:43:34.688000,186
2026-06-09T06:43:34.833000,189
2026-06-09T06:43:34.986000,190
2026-06-09T06:43:35.140000,190
2026-06-09T06:43:35.323000,247
2026-06-09T06:43:35.491000,223
2026-06-09T06:43:35.676000,247
2026-06-09T06:43:35.852000,254
2026-06-09T06:43:36.011000,208
2026-06-09T06:43:36.180000,219
2026-06-09T06:43:36.338000,223
2026-06-09T06:43:36.501000,235
2026-06-09T06:43:36.694000,239
2026-06-09T06:43:36.865000,242
2026-06-09T06:43:37.045000,247
2026-06-09T06:43:37.240000,253
2026-06-09T06:43:37.403000,194
2026-06-09T06:43:37.574000,197
2026-06-09T06:43:37.745000,199
2026-06-09T06:43:37.913000,203
2026-06-09T06:43:38.085000,206
2026-06-09T06:43:38.256000,206
2026-06-09T06:43:38.418000,211
2026-06-09T06:43:38.582000,215
2026-06-09T06:43:38.747000,216
2026-06-09T06:43:38.913000,221
2026-06-09T06:43:39.078000,226
2026-06-09T06:43:39.240000,229
2026-06-09T06:43:39.401000,230
2026-06-09T06:43:39.570000,236
2026-06-09T06:43:39.743000,241
2026-06-09T06:43:39.929000,242
2026-06-09T06:43:40.117000,248
2026-06-09T06:43:40.293000,254
2026-06-09T06:43:40.447000,171
2026-06-09T06:43:40.601000,175
2026-06-09T06:43:40.751000,177
2026-06-09T06:43:40.906000,181
2026-06-09T06:43:41.059000,182
2026-06-09T06:43:41.210000,183
2026-06-09T06:43:41.360000,183
2026-06-09T06:43:41.510000,184
2026-06-09T06:43:41.657000,185
2026-06-09T06:43:41.804000,190
2026-06-09T06:43:41.972000,193
2026-06-09T06:43:42.140000,195
2026-06-09T06:43:42.305000,196
2026-06-09T06:43:42.476000,199
2026-06-09T06:43:42.649000,202
2026-06-09T06:43:42.813000,204
2026-06-09T06:43:42.982000,206
2026-06-09T06:43:43.147000,210
2026-06-09T06:43:43.311000,211
2026-06-09T06:43:43.477000,212
2026-06-09T06:43:43.643000,215
2026-06-09T06:43:43.803000,215
2026-06-09T06:43:43.968000,217
2026-06-09T06:43:44.132000,219
2026-06-09T06:43:44.293000,220
2026-06-09T06:43:44.459000,225
2026-06-09T06:43:44.621000,227
2026-06-09T06:43:44.790000,232
2026-06-09T06:43:44.964000,233
2026-06-09T06:43:45.135000,235
2026-06-09T06:43:45.301000,237
2026-06-09T06:43:45.470000,238
2026-06-09T06:43:45.645000,244
2026-06-09T06:43:45.820000,248
2026-06-09T06:43:45.991000,250
2026-06-09T06:43:46.169000,255
2026-06-09T06:43:46.296000,127
2026-06-09T06:43:46.436000,130
2026-06-09T06:43:46.597000,130
2026-06-09T06:43:46.750000,130
2026-06-09T06:43:46.889000,133
2026-06-09T06:43:47.036000,134
2026-06-09T06:43:47.190000,135
2026-06-09T06:43:47.335000,135
2026-06-09T06:43:47.483000,136
2026-06-09T06:43:47.628000,136
2026-06-09T06:43:47.775000,136
2026-06-09T06:43:47.927000,136
2026-06-09T06:43:48.080000,137
2026-06-09T06:43:48.226000,137
2026-06-09T06:43:48.369000,138
2026-06-09T06:43:48.518000,139
2026-06-09T06:43:48.664000,140
2026-06-09T06:43:48.809000,141
2026-06-09T06:43:48.957000,142
2026-06-09T06:43:49.107000,142
2026-06-09T06:43:49.251000,142
2026-06-09T06:43:49.393000,142
2026-06-09T06:43:49.542000,144
2026-06-09T06:43:49.688000,145
2026-06-09T06:43:49.835000,145
2026-06-09T06:43:49.983000,145
2026-06-09T06:43:50.130000,145
2026-06-09T06:43:50.275000,147
2026-06-09T06:43:50.420000,150
2026-06-09T06:43:50.575000,151
2026-06-09T06:43:50.726000,152
2026-06-09T06:43:50.873000,153
2026-06-09T06:43:51.025000,154
2026-06-09T06:43:51.178000,160
2026-06-09T06:43:51.330000,161
2026-06-09T06:43:51.483000,161
2026-06-09T06:43:51.630000,161
2026-06-09T06:43:51.774000,163
2026-06-09T06:43:51.924000,163
2026-06-09T06:43:52.082000,164
2026-06-09T06:43:52.227000,165
2026-06-09T06:43:52.370000,165
2026-06-09T06:43:52.517000,166
2026-06-09T06:43:52.665000,168
2026-06-09T06:43:52.814000,172
2026-06-09T06:43:52.964000,172
2026-06-09T06:43:53.115000,174
2026-06-09T06:43:53.264000,175
2026-06-09T06:43:53.414000,180
2026-06-09T06:43:53.568000,182
2026-06-09T06:43:53.719000,185
2026-06-09T06:43:53.871000,186
2026-06-09T06:43:54.029000,190
2026-06-09T06:43:54.183000,190
2026-06-09T06:43:54.373000,247
2026-06-09T06:43:54.545000,223
2026-06-09T06:43:54.716000,234
2026-06-09T06:43:54.885000,247
