idx,t_rel_s,latency_s,status,ttft_s
473,101.5716,0.0766,ok,0.0138
474,102.0008,0.1117,ok,0.0111
475,102.1437,0.0890,ok,0.0116
476,102.2869,0.0541,ok,0.0108
477,102.5714,0.0534,ok,0.0142
478,102.7150,0.0810,ok,0.0109
479,103.0004,0.0445,ok,0.0112
480,103.1432,0.0991,ok,0.0107
481,103.2864,0.1046,ok,0.0108
482,103.4292,0.0747,ok,0.0107
483,103.7153,0.0549,ok,0.0116
484,103.8585,0.1053,ok,0.0110
485,104.2874,0.0955,ok,0.0110
486,104.5713,0.0856,ok,0.0120
487,104.7151,0.0777,ok,0.0114
488,104.8580,0.0615,ok,0.0109
489,105.0007,0.0777,ok,0.0155
490,105.1437,0.0892,ok,0.0112
491,105.4303,0.0803,ok,0.0120
492,105.5720,0.0879,ok,0.0247
493,105.7151,0.1143,ok,0.0317
494,105.8576,0.1112,ok,0.0113
495,106.0024,0.0969,ok,0.0145
496,106.1435,0.0611,ok,0.0111
497,106.2868,0.0835,ok,0.0111
498,106.8580,0.1043,ok,0.0117
499,107.0008,0.1121,ok,0.0156
500,107.1433,0.1004,ok,0.0113
501,107.5722,0.0960,ok,0.0120
502,107.7145,0.0995,ok,0.0130
503,107.8572,0.1091,ok,0.0374
504,108.0007,0.1083,ok,0.0176
505,108.1433,0.0934,ok,0.0113
506,108.2869,0.0794,ok,0.0114
507,108.5729,0.0656,ok,0.0128
508,109.0011,0.1294,ok,0.0112
509,109.1447,0.1212,ok,0.0144
510,109.2862,0.0669,ok,0.0119
511,109.4294,0.0714,ok,0.0168
512,109.5731,0.1030,ok,0.0147
513,109.7144,0.0843,ok,0.0122
514,109.8589,0.1106,ok,0.0115
515,110.0009,0.0978,ok,0.0133
516,110.1439,0.0783,ok,0.0108
517,110.2865,0.0611,ok,0.0288
518,110.4299,0.1069,ok,0.0117
519,110.5720,0.1041,ok,0.0118
520,110.8574,0.0709,ok,0.0116
521,111.0018,0.1021,ok,0.0176
522,111.1433,0.1026,ok,0.0119
523,111.2862,0.0855,ok,0.0326
524,111.4300,0.0973,ok,0.0113
525,111.5715,0.0826,ok,0.0126
